"Isotope"	"Halflife"	"Abundance"
"148Tb"	0.000114155251141553	NA
"148m1Tb"	4.18569254185693e-06	NA
"149Tb"	0.000470091324200913	NA
"149m1Tb"	7.91476407914764e-06	NA
"150Tb"	0.000397260273972603	NA
"150m1Tb"	1.10350076103501e-05	NA
"151Tb"	0.0020101598173516	NA
"151m1Tb"	7.92744799594115e-07	NA
"152Tb"	0.00199771689497717	NA
"152m1Tb"	7.99086757990868e-06	NA
"153Tb"	0.00641095890410959	NA
"154Tb"	0.00245433789954338	NA
"154m1Tb"	0.00107305936073059	NA
"154m2Tb"	0.00259132420091324	NA
"155Tb"	0.0145753424657534	NA
"156Tb"	0.0146575342465753	NA
"156m1Tb"	0.00278538812785388	NA
"156m2Tb"	0.000605022831050228	NA
"157Tb"	71	NA
"158Tb"	180	NA
"158m1Tb"	3.39294774226281e-07	NA
"160Tb"	0.198082191780822	NA
"161Tb"	0.0188493150684932	NA
"162Tb"	1.44596651445967e-05	NA
"163Tb"	3.71004566210046e-05	NA
"164Tb"	5.70776255707763e-06	NA
"165Tb"	4.0144596651446e-06	NA
"141Dy"	2.85388127853881e-08	NA
"142Dy"	7.29325215626585e-08	NA
"143Dy"	1.30010147133435e-07	NA
"144Dy"	2.88559107052258e-07	NA
"145Dy"	3.17097919837646e-07	NA
"145m1Dy"	4.31253170979198e-07	NA
"146Dy"	9.19583967529173e-07	NA
"147Dy"	1.26839167935058e-06	NA
"147m1Dy"	1.74403855910705e-06	NA
"148Dy"	5.89802130898021e-06	NA
"149Dy"	7.99086757990868e-06	NA
"150Dy"	1.36415525114155e-05	NA
"151Dy"	3.40563165905632e-05	NA
"152Dy"	0.000271689497716895	NA
"153Dy"	0.000730593607305936	NA
"154Dy"	3e+06	NA
"155Dy"	0.00113013698630137	NA
"157Dy"	0.000929223744292238	NA
"159Dy"	0.395616438356164	NA
"165Dy"	0.000266438356164384	NA
"165m1Dy"	2.39155251141552e-06	NA
"166Dy"	0.00931506849315068	NA
"167Dy"	1.17960426179604e-05	NA
"168Dy"	1.65525114155251e-05	NA
"169Dy"	1.23668188736682e-06	NA
"144Ho"	2.21968543886352e-08	NA
"145Ho"	7.6103500761035e-08	NA
"146Ho"	1.14155251141553e-07	NA
"147Ho"	1.83916793505835e-07	NA
"148Ho"	6.97615423642821e-08	NA
"148m1Ho"	3.04096905124302e-07	NA
"149Ho"	6.69076610857433e-07	NA
"149m1Ho"	1.77574835109082e-06	NA
"150Ho"	2.28310502283105e-06	NA
"150m1Ho"	7.38838153221715e-07	NA
"151Ho"	1.11618467782851e-06	NA
"151m1Ho"	1.49670218163369e-06	NA
"152Ho"	5.13064434297311e-06	NA
"152m1Ho"	1.58548959918823e-06	NA
"153Ho"	3.82420091324201e-06	NA
"153m1Ho"	1.76940639269406e-05	NA
"154Ho"	2.23744292237443e-05	NA
"154m1Ho"	5.89802130898021e-06	NA
"155Ho"	9.1324200913242e-05	NA
"156Ho"	0.000106544901065449	NA
"156m1Ho"	3.01243023845764e-07	NA
"157Ho"	2.3972602739726e-05	NA
"158Ho"	2.14992389649924e-05	NA
"158m1Ho"	5.32724505327245e-05	NA
"158m2Ho"	4.05251141552511e-05	NA
"159Ho"	6.28805175038052e-05	NA
"159m1Ho"	2.63191273465246e-07	NA
"160Ho"	4.87062404870624e-05	NA
"160m1Ho"	0.000573059360730594	NA
"160m2Ho"	9.51293759512938e-08	NA
"161Ho"	0.00028310502283105	NA
"161m1Ho"	2.14358193810249e-07	NA
"162Ho"	2.85388127853881e-05	NA
"162m1Ho"	0.000127473363774734	NA
"163Ho"	4570	NA
"163m1Ho"	3.45636732623034e-08	NA
"164Ho"	5.51750380517504e-05	NA
"164m1Ho"	7.13470319634703e-05	NA
"166Ho"	0.00306278538812785	NA
"166m1Ho"	1200	NA
"167Ho"	0.000353881278538813	NA
"168Ho"	5.68873668188737e-06	NA
"168m1Ho"	4.18569254185693e-06	NA
"169Ho"	8.94216133942161e-06	NA
"170Ho"	5.25114155251142e-06	NA
"170m1Ho"	1.36352105530188e-06	NA
"171Ho"	1.68061897513952e-06	NA
"172Ho"	7.92744799594115e-07	NA
"145Er"	2.85388127853881e-08	NA
"146Er"	5.39066463723998e-08	NA
"147Er"	7.92744799594115e-08	NA
"147m1Er"	7.92744799594115e-08	NA
"148Er"	1.45865043125317e-07	NA
"149Er"	1.26839167935058e-07	NA
"149m1Er"	2.82217148655505e-07	NA
"150Er"	5.86631151699645e-07	NA
"151Er"	7.45180111618468e-07	NA
"151m1Er"	1.83916793505835e-08	NA
"152Er"	3.26610857432775e-07	NA
"153Er"	1.17643328259767e-06	NA
"154Er"	7.09665144596651e-06	NA
"155Er"	1.00837138508371e-05	NA
"156Er"	3.71004566210046e-05	NA
"157Er"	3.54832572298326e-05	NA
"158Er"	0.000261415525114155	NA
"159Er"	6.84931506849315e-05	NA
"160Er"	0.00326255707762557	NA
"161Er"	0.000366438356164384	NA
"163Er"	0.000142694063926941	NA
"165Er"	0.00118264840182648	NA
"167m1Er"	7.19495180111618e-08	NA
"169Er"	0.0257534246575342	NA
"171Er"	0.000857990867579909	NA
"172Er"	0.00562785388127854	NA
"173Er"	2.66362252663623e-06	NA
"174Er"	6.27853881278539e-06	NA
"175Er"	2.28310502283105e-06	NA
"147Tm"	1.77574835109082e-08	NA
"148Tm"	2.21968543886352e-08	NA
"149Tm"	2.85388127853881e-08	NA
"150Tm"	6.97615423642821e-08	NA
"151Tm"	1.32229832572298e-07	NA
"151m1Tm"	2.09284627092846e-07	NA
"152Tm"	2.53678335870117e-07	NA
"152m1Tm"	1.64890918315576e-07	NA
"153Tm"	4.69304921359716e-08	NA
"153m1Tm"	7.92744799594115e-08	NA
"154Tm"	2.56849315068493e-07	NA
"154m1Tm"	1.04642313546423e-07	NA
"155Tm"	6.84931506849315e-07	NA
"155m1Tm"	1.42694063926941e-06	NA
"156Tm"	2.65728056823947e-06	NA
"156m1Tm"	6.02486047691527e-07	NA
"157Tm"	6.90639269406393e-06	NA
"158Tm"	7.57229832572298e-06	NA
"159Tm"	1.73706240487062e-05	NA
"160Tm"	1.78843226788432e-05	NA
"160m1Tm"	2.36237950279046e-06	NA
"161Tm"	6.27853881278539e-05	NA
"162Tm"	4.12861491628615e-05	NA
"162m1Tm"	7.70547945205479e-07	NA
"163Tm"	0.00020662100456621	NA
"164Tm"	3.80517503805175e-06	NA
"164m1Tm"	9.70319634703196e-06	NA
"165Tm"	0.00343150684931507	NA
"166Tm"	0.000878995433789954	NA
"167Tm"	0.0253424657534247	NA
"168Tm"	0.255068493150685	NA
"170Tm"	0.352328767123288	NA
"171Tm"	1.92	NA
"172Tm"	0.00726027397260274	NA
"173Tm"	0.000940639269406393	NA
"174Tm"	1.02739726027397e-05	NA
"175Tm"	2.89193302891933e-05	NA
"176Tm"	3.61491628614916e-06	NA
"177Tm"	2.69533231861999e-06	NA
"151Yb"	5.07356671740233e-08	NA
"151m1Yb"	5.07356671740233e-08	NA
"152Yb"	9.63977676306443e-08	NA
"153Yb"	1.33181126331811e-07	NA
"154Yb"	1.29693049213597e-08	NA
"155Yb"	5.70776255707763e-08	NA
"156Yb"	8.27625570776256e-07	NA
"157Yb"	1.22399797057331e-06	NA
"158Yb"	2.83485540334855e-06	NA
"159Yb"	3.00608828006088e-06	NA
"160Yb"	9.1324200913242e-06	NA
"161Yb"	7.99086757990868e-06	NA
"162Yb"	3.59018264840183e-05	NA
"163Yb"	2.10235920852359e-05	NA
"164Yb"	0.000144216133942161	NA
"165Yb"	1.88356164383562e-05	NA
"166Yb"	0.00647260273972603	NA
"167Yb"	3.32952815829528e-05	NA
"169Yb"	0.0877424657534247	NA
"169m1Yb"	1.45865043125317e-06	NA
"175Yb"	0.0114657534246575	NA
"176m1Yb"	3.61491628614916e-07	NA
"177Yb"	0.000218150684931507	NA
"177m1Yb"	2.03259766615931e-07	NA
"178Yb"	0.000140791476407915	NA
"179Yb"	1.5220700152207e-05	NA
"180Yb"	4.5662100456621e-06	NA
"152Lu"	2.21968543886352e-08	NA
"153Lu"	2.85388127853881e-08	NA
"154m1Lu"	3.55149670218163e-08	NA
"157Lu"	2.15626585489599e-07	NA
"157m1Lu"	1.51889903602232e-07	NA
"158Lu"	3.36123795027905e-07	NA
"159Lu"	3.83688483003551e-07	NA
"160Lu"	1.1447234906139e-06	NA
"160m1Lu"	1.26839167935058e-06	NA
"161Lu"	2.44165398274987e-06	NA
"162Lu"	2.60654490106545e-06	NA
"162m1Lu"	2.85388127853881e-06	NA
"162m2Lu"	3.61491628614916e-06	NA
"163Lu"	7.54693049213597e-06	NA
"164Lu"	5.97412480974125e-06	NA
"165Lu"	2.04337899543379e-05	NA
"165m1Lu"	2.28310502283105e-05	NA
"166Lu"	5.04185692541857e-06	NA
"166m1Lu"	2.68264840182648e-06	NA
"166m2Lu"	4.03348554033486e-06	NA
"167Lu"	9.79832572298326e-05	NA
"168Lu"	1.04642313546423e-05	NA
"168m1Lu"	1.27473363774734e-05	NA
"169Lu"	0.00388812785388128	NA
"169m1Lu"	5.07356671740233e-06	NA
"170Lu"	0.00551232876712329	NA
"170m1Lu"	2.12455606291223e-08	NA
"171Lu"	0.0225753424657534	NA
"171m1Lu"	2.5050735667174e-06	NA
"172Lu"	0.0183561643835616	NA
"172m1Lu"	7.03957382039574e-06	NA
"173Lu"	1.37	NA
"174Lu"	3.31	NA
"174m1Lu"	0.389041095890411	NA
"176Lu"	3.78e+10	2.59
"176m1Lu"	0.000414954337899543	NA
"177Lu"	0.0184493150684931	NA
"177m1Lu"	0.439452054794521	NA
"178Lu"	5.40334855403349e-05	NA
"178m1Lu"	4.39497716894977e-05	NA
"179Lu"	0.000523972602739726	NA
"180Lu"	1.08447488584475e-05	NA
"181Lu"	6.65905631659056e-06	NA
"182Lu"	3.80517503805175e-06	NA
"183Lu"	1.83916793505835e-06	NA
"184Lu"	6.34195839675292e-07	NA
"154Hf"	6.34195839675292e-08	NA
"155Hf"	2.82217148655505e-08	NA
"158Hf"	9.03729071537291e-08	NA
"159Hf"	1.77574835109082e-07	NA
"160Hf"	4.31253170979198e-07	NA
"161Hf"	5.32724505327245e-07	NA
"162Hf"	1.19228817858955e-06	NA
"163Hf"	1.26839167935058e-06	NA
"164Hf"	3.51978691019787e-06	NA
"165Hf"	2.40994419076611e-06	NA
"166Hf"	1.28805175038052e-05	NA
"167Hf"	3.90030441400304e-06	NA
"168Hf"	4.93721461187215e-05	NA
"169Hf"	6.16438356164384e-06	NA
"170Hf"	0.00182762557077626	NA
"171Hf"	0.00138127853881279	NA
"172Hf"	1.87	NA
"173Hf"	0.00269406392694064	NA
"174Hf"	2e+15	0.162
"175Hf"	0.191780821917808	NA
"177m1Hf"	3.42465753424658e-08	NA
"177m2Hf"	9.779299847793e-05	NA
"178m1Hf"	1.26839167935058e-07	NA
"178m2Hf"	31	NA
"179m1Hf"	5.92021816336885e-07	NA
"179m2Hf"	0.0686301369863014	NA
"180m1Hf"	0.000627853881278539	NA
"181Hf"	0.11613698630137	NA
"182Hf"	9e+06	NA
"182m1Hf"	0.000117009132420091	NA
"183Hf"	0.000121803652968037	NA
"184Hf"	0.000470319634703196	NA
"184m1Hf"	1.5220700152207e-06	NA
"185Hf"	6.65905631659056e-06	NA
"159Ta"	1.80745814307458e-08	NA
"160Ta"	4.91501775748351e-08	NA
"160m1Ta"	5.39066463723998e-08	NA
"161Ta"	8.56164383561644e-08	NA
"162Ta"	1.11618467782851e-07	NA
"163Ta"	3.36123795027905e-07	NA
"164Ta"	4.50279046169457e-07	NA
"165Ta"	9.83003551496702e-07	NA
"166Ta"	1.0908168442415e-06	NA
"167Ta"	2.66362252663623e-06	NA
"168Ta"	3.80517503805175e-06	NA
"169Ta"	9.32267884322679e-06	NA
"170Ta"	1.28614916286149e-05	NA
"171Ta"	4.43302891933029e-05	NA
"172Ta"	7.00152207001522e-05	NA
"173Ta"	0.000358447488584475	NA
"174Ta"	0.00011986301369863	NA
"175Ta"	0.0011986301369863	NA
"176Ta"	0.00092351598173516	NA
"177Ta"	0.00645662100456621	NA
"178Ta"	1.77130898021309e-05	NA
"178m1Ta"	0.000269406392694064	NA
"179Ta"	1.82	NA
"180a"	0.000930593607305936	NA
"180m1Ta"	1.2e+15	0.012
"182Ta"	0.313506849315069	NA
"182m2Ta"	3.01369863013699e-05	NA
"183Ta"	0.013972602739726	NA
"184Ta"	0.000993150684931507	NA
"185Ta"	9.39878234398782e-05	NA
"186Ta"	1.99771689497717e-05	NA
"162W"	4.40766108574328e-08	NA
"163W"	8.72019279553526e-08	NA
"164W"	1.90258751902588e-07	NA
"165W"	1.61719939117199e-07	NA
"166W"	5.96144089294774e-07	NA
"167W"	6.31024860476915e-07	NA
"168W"	1.68061897513952e-06	NA
"169W"	2.40994419076611e-06	NA
"170W"	4.60426179604262e-06	NA
"171W"	4.52815829528158e-06	NA
"172W"	1.25570776255708e-05	NA
"173W"	1.44596651445967e-05	NA
"174W"	5.89802130898021e-05	NA
"175W"	6.69710806697108e-05	NA
"176W"	0.000285388127853881	NA
"177W"	0.000256849315068493	NA
"178W"	0.0591780821917808	NA
"179W"	7.04908675799087e-05	NA
"179m1W"	1.21765601217656e-05	NA
"181W"	0.332054794520548	NA
"183W"	1.1e+17	14.3
"183m1W"	1.64890918315576e-07	NA
"184W"	3e+17	30.67
"185W"	0.205753424657534	NA
"185m1W"	3.17732115677321e-06	NA
"187W"	0.00270776255707763	NA
"188W"	0.19013698630137	NA
"189W"	2.18797564687976e-05	NA
"190W"	5.70776255707763e-05	NA
"164Re"	1.20497209538305e-08	NA
"164m1Re"	2.79046169457128e-08	NA
"165Re"	7.6103500761035e-08	NA
"166Re"	8.87874175545408e-08	NA
"167Re"	1.93429731100964e-07	NA
"168Re"	1.39523084728564e-07	NA
"169m1Re"	4.09056316590563e-07	NA
"170Re"	2.91730086250634e-07	NA
"171Re"	4.81988838153222e-07	NA
"172Re"	4.75646879756469e-07	NA
"172m1Re"	1.74403855910705e-06	NA
"173Re"	3.76712328767123e-06	NA
"174Re"	4.5662100456621e-06	NA
"175Re"	1.12062404870624e-05	NA
"176Re"	1.00837138508371e-05	NA
"177Re"	2.66362252663623e-05	NA
"178Re"	2.51141552511416e-05	NA
"179Re"	3.71004566210046e-05	NA
"180Re"	4.64231354642314e-06	NA
"181Re"	0.00227168949771689	NA
"182Re"	0.00730593607305936	NA
"182m1Re"	0.00144977168949772	NA
"183Re"	0.191780821917808	NA
"184Re"	0.104109589041096	NA
"184m1Re"	0.463013698630137	NA
"186Re"	0.0101871232876712	NA
"186m1Re"	2e+05	NA
"187Re"	4.35e+10	62.6
"188Re"	0.0019412100456621	NA
"188m1Re"	3.53881278538813e-05	NA
"189Re"	0.00277397260273973	NA
"190Re"	5.89802130898021e-06	NA
"190m1Re"	0.000365296803652968	NA
"191Re"	1.86453576864536e-05	NA
"192Re"	5.07356671740233e-07	NA
"167Os"	2.63191273465246e-08	NA
"168Os"	6.65905631659056e-08	NA
"169Os"	1.078132927448e-07	NA
"170Os"	2.31481481481481e-07	NA
"171Os"	2.53678335870117e-07	NA
"172Os"	6.0882800608828e-07	NA
"173Os"	5.07356671740233e-07	NA
"174Os"	1.39523084728564e-06	NA
"175Os"	2.66362252663623e-06	NA
"176Os"	6.84931506849315e-06	NA
"177Os"	5.32724505327245e-06	NA
"178Os"	9.51293759512938e-06	NA
"179Os"	1.23668188736682e-05	NA
"180Os"	4.09056316590563e-05	NA
"181Os"	0.000199771689497717	NA
"181m1Os"	5.13698630136986e-06	NA
"182Os"	0.00252283105022831	NA
"183Os"	0.00148401826484018	NA
"183m1Os"	0.00113013698630137	NA
"184Os"	5.6e+13	0.02
"185Os"	0.256438356164384	NA
"186Os"	2e+15	1.58
"189m1Os"	0.000662100456621005	NA
"190m1Os"	1.88356164383562e-05	NA
"191Os"	0.0421917808219178	NA
"191m1Os"	0.00149543378995434	NA
"192m1Os"	1.87087772704211e-07	NA
"193Os"	0.00343721461187215	NA
"194Os"	6	NA
"195Os"	1.23668188736682e-05	NA
"196Os"	6.6400304414003e-05	NA
"169Ir"	1.26839167935058e-08	NA
"170Ir"	3.32952815829528e-08	NA
"171Ir"	4.75646879756469e-08	NA
"172Ir"	1.39523084728564e-07	NA
"172m1Ir"	6.34195839675292e-08	NA
"173Ir"	2.85388127853881e-07	NA
"173m1Ir"	6.97615423642821e-08	NA
"174Ir"	2.85388127853881e-07	NA
"174m1Ir"	1.55377980720446e-07	NA
"175Ir"	2.85388127853881e-07	NA
"176Ir"	2.53678335870117e-07	NA
"177Ir"	9.51293759512938e-07	NA
"178Ir"	3.80517503805175e-07	NA
"179Ir"	2.5050735667174e-06	NA
"180Ir"	2.85388127853881e-06	NA
"181Ir"	9.32267884322679e-06	NA
"182Ir"	2.85388127853881e-05	NA
"183Ir"	0.000110350076103501	NA
"184Ir"	0.000352739726027397	NA
"185Ir"	0.00164383561643836	NA
"186Ir"	0.00189954337899543	NA
"186m1Ir"	0.00021689497716895	NA
"187Ir"	0.0011986301369863	NA
"188Ir"	0.00473744292237443	NA
"189Ir"	0.0361643835616438	NA
"190Ir"	0.0322739726027397	NA
"190m1Ir"	0.000136986301369863	NA
"190m2Ir"	0.000371004566210046	NA
"191m1Ir"	1.56646372399797e-07	NA
"191m2Ir"	1.74403855910705e-07	NA
"192Ir"	0.202276712328767	NA
"192m1Ir"	2.75875190258752e-06	NA
"192m2Ir"	241	NA
"193m1Ir"	0.0288493150684931	NA
"194Ir"	0.00220091324200913	NA
"194m2Ir"	0.468493150684932	NA
"195Ir"	0.000285388127853881	NA
"195m1Ir"	0.0004337899543379	NA
"196Ir"	1.64890918315576e-06	NA
"196m1Ir"	0.000159817351598174	NA
"197Ir"	1.10350076103501e-05	NA
"197m1Ir"	1.69330289193303e-05	NA
"198Ir"	2.53678335870117e-07	NA
"172Pt"	3.0441400304414e-09	NA
"174Pt"	2.85388127853881e-08	NA
"175Pt"	7.99086757990868e-08	NA
"176Pt"	2.0072298325723e-07	NA
"177Pt"	3.4880771182141e-07	NA
"178Pt"	6.69076610857433e-07	NA
"179Pt"	6.72247590055809e-07	NA
"180Pt"	1.64890918315576e-06	NA
"181Pt"	1.61719939117199e-06	NA
"182Pt"	5.70776255707763e-06	NA
"183Pt"	1.23668188736682e-05	NA
"183m1Pt"	1.36352105530188e-06	NA
"184Pt"	3.29147640791476e-05	NA
"185Pt"	0.000134893455098935	NA
"185m1Pt"	6.27853881278539e-05	NA
"186Pt"	0.000251141552511416	NA
"187Pt"	0.000268264840182648	NA
"188Pt"	0.0279452054794521	NA
"189Pt"	0.00124086757990868	NA
"190Pt"	6.5e+11	0.01
"191Pt"	0.00767671232876712	NA
"193Pt"	50	NA
"193m1Pt"	0.0118630136986301	NA
"195m1Pt"	0.011013698630137	NA
"197Pt"	0.00227071917808219	NA
"197m1Pt"	0.000181525875190259	NA
"199Pt"	5.8599695585997e-05	NA
"199m1Pt"	4.31253170979198e-07	NA
"200Pt"	0.00142694063926941	NA
"201Pt"	4.75646879756469e-06	NA
"202Pt"	0.00502283105022831	NA
"176Au"	3.42465753424658e-08	NA
"177Au"	3.74175545408422e-08	NA
"178Au"	8.24454591577879e-08	NA
"179Au"	2.25139523084729e-07	NA
"180Au"	2.56849315068493e-07	NA
"181Au"	3.61491628614916e-07	NA
"182Au"	4.94672754946728e-07	NA
"183Au"	1.33181126331811e-06	NA
"184Au"	1.68061897513952e-06	NA
"185Au"	8.08599695585997e-06	NA
"185m1Au"	1.2937595129376e-05	NA
"186Au"	2.03576864535769e-05	NA
"187Au"	1.59817351598174e-05	NA
"187m1Au"	7.29325215626585e-08	NA
"188Au"	1.68188736681887e-05	NA
"189Au"	5.46042617960426e-05	NA
"189m1Au"	8.73287671232877e-06	NA
"190Au"	8.14307458143075e-05	NA
"191Au"	0.000363013698630137	NA
"191m1Au"	2.91730086250634e-08	NA
"192Au"	0.000563926940639269	NA
"193Au"	0.0020148401826484	NA
"193m1Au"	1.23668188736682e-07	NA
"194Au"	0.00434018264840183	NA
"195Au"	0.509835616438356	NA
"195m1Au"	9.6714865550482e-07	NA
"196Au"	0.0169397260273973	NA
"196m1Au"	2.56849315068493e-07	NA
"196m2Au"	0.0010958904109589	NA
"197m1Au"	2.451166920345e-07	NA
"198Au"	0.00738402739726027	NA
"198m1Au"	0.00621917808219178	NA
"199Au"	0.0086	NA
"200Au"	9.20852359208524e-05	NA
"200m1Au"	0.00213470319634703	NA
"201Au"	4.94672754946728e-05	NA
"202Au"	9.1324200913242e-07	NA
"203Au"	1.68061897513952e-06	NA
"204Au"	1.26204972095383e-06	NA
"205Au"	9.83003551496702e-07	NA
"177Hg"	4.1222729578894e-09	NA
"179Hg"	3.45636732623034e-08	NA
"180Hg"	8.87874175545408e-08	NA
"181Hg"	1.14155251141553e-07	NA
"182Hg"	3.4341704718417e-07	NA
"183Hg"	2.98072044647387e-07	NA
"184Hg"	9.79832572298326e-07	NA
"185Hg"	1.55695078640284e-06	NA
"185m1Hg"	6.84931506849315e-07	NA
"186Hg"	2.62557077625571e-06	NA
"187Hg"	4.5662100456621e-06	NA
"187m1Hg"	3.61491628614916e-06	NA
"188Hg"	6.18340943683409e-06	NA
"189Hg"	1.44596651445967e-05	NA
"189m1Hg"	1.63622526636225e-05	NA
"190Hg"	3.80517503805175e-05	NA
"191Hg"	9.32267884322679e-05	NA
"191m1Hg"	9.66514459665145e-05	NA
"192Hg"	0.00055365296803653	NA
"193Hg"	0.0004337899543379	NA
"193m1Hg"	0.00134703196347032	NA
"194Hg"	444	NA
"195Hg"	0.00113013698630137	NA
"195m1Hg"	0.00474885844748858	NA
"197Hg"	0.00732191780821918	NA
"197m1Hg"	0.00271689497716895	NA
"199m1Hg"	8.10502283105023e-05	NA
"203Hg"	0.127704109589041	NA
"205Hg"	9.89345509893455e-06	NA
"206Hg"	1.55060882800609e-05	NA
"207Hg"	5.51750380517504e-06	NA
"208Hg"	7.99086757990868e-05	NA
"179Tl"	5.07356671740233e-09	NA
"180Tl"	2.21968543886352e-08	NA
"181m1Tl"	1.078132927448e-07	NA
"182Tl"	9.83003551496702e-08	NA
"184Tl"	3.4880771182141e-07	NA
"185Tl"	6.18340943683409e-07	NA
"185m1Tl"	5.80289193302892e-08	NA
"186Tl"	8.72019279553526e-07	NA
"186m1Tl"	9.19583967529173e-08	NA
"187Tl"	1.61719939117199e-06	NA
"187m1Tl"	4.94672754946728e-07	NA
"188Tl"	2.25139523084729e-06	NA
"188m1Tl"	2.25139523084729e-06	NA
"189Tl"	4.37595129375951e-06	NA
"189m1Tl"	2.66362252663623e-06	NA
"190Tl"	4.94672754946728e-06	NA
"190m1Tl"	7.03957382039574e-06	NA
"191m1Tl"	9.93150684931507e-06	NA
"192Tl"	1.82648401826484e-05	NA
"192m1Tl"	2.05479452054795e-05	NA
"193Tl"	4.10958904109589e-05	NA
"193m1Tl"	4.0144596651446e-06	NA
"194Tl"	6.27853881278539e-05	NA
"194m1Tl"	6.24048706240487e-05	NA
"195Tl"	0.000132420091324201	NA
"195m1Tl"	1.14155251141553e-07	NA
"196Tl"	0.000210045662100457	NA
"196m1Tl"	0.000160958904109589	NA
"197Tl"	0.000324200913242009	NA
"197m1Tl"	1.71232876712329e-08	NA
"198Tl"	0.000605022831050228	NA
"198m1Tl"	0.000213470319634703	NA
"199Tl"	0.00084703196347032	NA
"200Tl"	0.00297945205479452	NA
"201Tl"	0.00832328767123288	NA
"202Tl"	0.0335068493150685	NA
"204Tl"	3.78	NA
"206Tl"	7.98896499238965e-06	NA
"206m1Tl"	7.11567732115677e-06	NA
"207Tl"	9.07534246575342e-06	NA
"207m1Tl"	4.21740233384069e-08	NA
"208Tl"	5.808599695586e-06	NA
"209Tl"	4.18569254185693e-06	NA
"210Tl"	2.47336377473364e-06	NA
"184Pb"	1.74403855910705e-08	NA
"185Pb"	1.30010147133435e-07	NA
"186Pb"	1.53158295281583e-07	NA
"187Pb"	5.80289193302892e-07	NA
"187m1Pb"	4.81988838153222e-07	NA
"188Pb"	7.6103500761035e-07	NA
"189Pb"	1.61719939117199e-06	NA
"190Pb"	2.28310502283105e-06	NA
"191Pb"	2.53044140030441e-06	NA
"191m1Pb"	4.14764079147641e-06	NA
"192Pb"	6.65905631659056e-06	NA
"193Pb"	3.80517503805175e-06	NA
"193m1Pb"	1.10350076103501e-05	NA
"194Pb"	2.28310502283105e-05	NA
"195Pb"	2.85388127853881e-05	NA
"195m1Pb"	2.85388127853881e-05	NA
"196Pb"	7.03957382039574e-05	NA
"197Pb"	1.5220700152207e-05	NA
"197m1Pb"	8.18112633181126e-05	NA
"198Pb"	0.000273972602739726	NA
"199Pb"	0.000171232876712329	NA
"199m1Pb"	2.32115677321157e-05	NA
"200Pb"	0.00245433789954338	NA
"201Pb"	0.00106506849315068	NA
"201m1Pb"	1.93429731100964e-06	NA
"202Pb"	52500	NA
"202m1Pb"	0.00040296803652968	NA
"203Pb"	0.00592157534246575	NA
"203m1Pb"	1.99771689497717e-07	NA
"203m2Pb"	1.5220700152207e-08	NA
"204Pb"	1.4e+17	1.4
"204m1Pb"	0.000127853881278539	NA
"205Pb"	15300000	NA
"207m1Pb"	2.55263825469305e-08	NA
"209Pb"	0.00037134703196347	NA
"210Pb"	22.3	NA
"211Pb"	6.86834094368341e-05	NA
"212Pb"	0.00121461187214612	NA
"213Pb"	1.94063926940639e-05	NA
"214Pb"	5.09893455098935e-05	NA
"215Pb"	1.14155251141553e-06	NA
"188Bi"	6.65905631659056e-09	NA
"190Bi"	1.99771689497717e-07	NA
"190m1Bi"	1.9660071029934e-07	NA
"191Bi"	3.80517503805175e-07	NA
"192Bi"	1.17326230339929e-06	NA
"192m1Bi"	1.25570776255708e-06	NA
"193Bi"	2.12455606291223e-06	NA
"193m1Bi"	1.01471334348047e-07	NA
"194Bi"	3.01243023845764e-06	NA
"194m1Bi"	3.64662607813293e-06	NA
"194m2Bi"	3.96372399797057e-06	NA
"195Bi"	5.80289193302892e-06	NA
"195m1Bi"	2.75875190258752e-06	NA
"196Bi"	9.76661593099949e-06	NA
"196m1Bi"	1.90258751902588e-08	NA
"196m2Bi"	7.6103500761035e-06	NA
"197Bi"	1.77511415525114e-05	NA
"197m1Bi"	9.58904109589041e-06	NA
"198Bi"	1.95966514459665e-05	NA
"198m1Bi"	2.20700152207002e-05	NA
"198m2Bi"	2.44165398274987e-07	NA
"199Bi"	5.13698630136986e-05	NA
"199m1Bi"	4.69939117199391e-05	NA
"200Bi"	6.92541856925419e-05	NA
"200m1Bi"	5.89802130898021e-05	NA
"200m2Bi"	1.26839167935058e-08	NA
"201Bi"	0.000205479452054795	NA
"201m1Bi"	0.000112442922374429	NA
"202Bi"	0.00019634703196347	NA
"203Bi"	0.00134246575342466	NA
"204Bi"	0.00128082191780822	NA
"205Bi"	0.0419452054794521	NA
"206Bi"	0.0171041095890411	NA
"207Bi"	31.55	NA
"208Bi"	368000	NA
"210Bi"	0.0137342465753425	NA
"210m1Bi"	3040000	NA
"211Bi"	4.07153729071537e-06	NA
"212Bi"	0.000115201674277017	NA
"212m1Bi"	4.75646879756469e-05	NA
"212m2Bi"	1.33181126331811e-05	NA
"213Bi"	8.67389649923896e-05	NA
"214Bi"	3.78614916286149e-05	NA
"215Bi"	1.44596651445967e-05	NA
"216Bi"	6.84931506849315e-06	NA
"217Bi"	3.07584982242516e-06	NA
"192Po"	1.05276509386098e-09	NA
"193Po"	1.33181126331811e-08	NA
"193m1Po"	7.6103500761035e-09	NA
"194Po"	1.24302384576357e-08	NA
"195Po"	1.47133434804668e-07	NA
"195m1Po"	6.0882800608828e-08	NA
"196Po"	1.83916793505835e-07	NA
"197Po"	1.69964485032978e-06	NA
